117-164G,117-164G,164G,164G,117G,117G,WT,WT
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
480,0.083370157,480,0.05874208,480,0.050275255,480,0.242541835
481.0400085,0.049696438,481.0400085,0.066144675,481.0400085,0.124214351,481.0400085,0.191994652
481.9400024,0.082142271,481.9400024,0.033252418,481.9400024,0.008327227,481.9400024,0.246986777
482.980011,0.074319363,482.980011,0.075981431,482.980011,0.016788665,482.980011,0.213706821
484.019989,0.040869039,484.019989,0.066358656,484.019989,0.008208293,484.019989,0.222816393
485.0700073,0.058683969,485.0700073,0.03339874,485.0700073,-0.016425351,485.0700073,0.251099646
485.9700012,-0.016862838,485.9700012,0.050036278,485.9700012,0.077516042,485.9700012,0.223233447
487.0100098,0.051512316,487.0100098,0.016850194,487.0100098,0.034704749,487.0100098,0.194378242
488.0499878,0.03507049,488.0499878,0.076673396,488.0499878,0.026384529,488.0499878,0.238412693
488.9500122,0.085143335,488.9500122,0.075583249,488.9500122,0.017599747,488.9500122,0.188090459
490,0.084624559,490,0.110067822,490,0,490,0.298545659
491.0599976,0.033867598,491.0599976,0.093292288,491.0599976,0.052836902,491.0599976,0.283237487
491.9599915,0.070035368,491.9599915,0.067299843,491.9599915,0.103487529,491.9599915,0.213461757
493.0299988,0.034115721,493.0299988,0.059144601,493.0299988,0.087040536,493.0299988,0.257415712
493.9299927,0.102373354,493.9299927,0.094329111,493.9299927,0.060371369,493.9299927,0.235140428
495,0.034064293,495,0.077734977,495,0.077233993,495,0.268961787
496.0599976,0.059561796,496.0599976,0.067909405,496.0599976,0.025724797,496.0599976,0.2673935
496.9599915,0.059898172,496.9599915,0.076924391,496.9599915,0.145071,496.9599915,0.196116895
498.0299988,0.034058496,498.0299988,0.18937926,498.0299988,0.094391435,498.0299988,0.204862073
498.9299927,0.034507446,498.9299927,0.122349814,498.9299927,0.121398158,498.9299927,0.211477295
500,0.034025177,500,0.116623305,500,0.085826598,500,0.187849551
501.0400085,0.033926193,501.0400085,0.124731608,501.0400085,0.043866575,501.0400085,0.203818202
501.9400024,0.060324546,501.9400024,0.068979189,501.9400024,0.008645583,501.9400024,0.246823207
502.980011,0.067317396,502.980011,0.085727267,502.980011,0.153255403,502.980011,0.208979428
504.019989,0.146226496,504.019989,0.105537184,504.019989,0.077081189,504.019989,0.25507167
505.0700073,0.008579273,505.0700073,0.12138132,505.0700073,0.127944857,505.0700073,0.21319598
505.9700012,0.110668436,505.9700012,0.144540608,505.9700012,0.102550954,505.9700012,0.233269185
507.0100098,0.076642059,507.0100098,0.222096935,507.0100098,0.042760991,507.0100098,0.117796533
508.0499878,0.08634311,508.0499878,0.123900391,508.0499878,0.163139135,508.0499878,0.278147697
508.9500122,0.12073233,508.9500122,0.255869567,508.9500122,0.102167659,508.9500122,0.281013697
510,0.069358349,510,0.184276789,510,0.121659786,510,0.195415378
511.0400085,0.091575094,511.0400085,0.155484721,511.0400085,0.077028416,511.0400085,0.253057778
511.9400024,0.146692097,511.9400024,0.223553985,511.9400024,0.059550647,511.9400024,0.242260203
