117-164G,117-164G,164G,164G,117G,117G,WT,WT
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
480,0.057401046,480,-0.033155948,480,0.041719511,480,0.075065687
481.0400085,0.024781303,481.0400085,0.049450684,481.0400085,0.0414415,481.0400085,0.081668653
481.9400024,0.098751619,481.9400024,0.091591097,481.9400024,-0.05051313,481.9400024,0.07504753
482.980011,0.032801673,482.980011,0,482.980011,0.041375998,482.980011,0.049171057
484.019989,0.043397881,484.019989,0.05877167,484.019989,0.008365192,484.019989,0.049773116
485.0700073,0.118158415,485.0700073,0.034315322,485.0700073,0.008441241,485.0700073,0.02471862
485.9700012,0.042108454,485.9700012,0.042731024,485.9700012,-0.016690869,485.9700012,0.058096107
487.0100098,0.050432883,487.0100098,0.051230382,487.0100098,0.008609334,487.0100098,0.082856216
488.0499878,0.058720399,488.0499878,0.058725819,488.0499878,0.042423934,488.0499878,0.008386729
488.9500122,-0.016952313,488.9500122,0.042052854,488.9500122,-0.050786775,488.9500122,0.075815655
490,0.042207271,490,0.025945274,490,0.034335058,490,0.041846607
491.0599976,0.041900963,491.0599976,0.087534241,491.0599976,0.07001514,491.0599976,0.058240633
491.9599915,0.016769379,491.9599915,-0.034209963,491.9599915,0.068779334,491.9599915,0.00828569
493.0299988,0.025535392,493.0299988,0.025389088,493.0299988,-0.017076358,493.0299988,0.025075434
493.9299927,-0.025161875,493.9299927,0.042857021,493.9299927,0.025377061,493.9299927,0.034369282
495,0.069199957,495,0.068611816,495,-0.025871435,495,0.078911379
496.0599976,0.043580201,496.0599976,0.052016053,496.0599976,-0.008982386,496.0599976,0.077087797
496.9599915,0.052530207,496.9599915,0.044062182,496.9599915,0.02629503,496.9599915,0.051804524
498.0299988,0.086937621,498.0299988,-0.008782793,498.0299988,-0.008721285,498.0299988,0.06896849
498.9299927,0,498.9299927,0.060383867,498.9299927,-0.008882099,498.9299927,0.016937669
500,-0.017564351,500,0.008609482,500,0.025742676,500,-0.00865561
501.0400085,0.069369771,501.0400085,0.008634833,501.0400085,0.043633822,501.0400085,0.067578413
501.9400024,0.034587413,501.9400024,0.025975151,501.9400024,0,501.9400024,0.13835685
502.980011,0.026491471,502.980011,0.034515787,502.980011,0,502.980011,0.042945366
504.019989,0.060319349,504.019989,0.076718494,504.019989,0.01743968,504.019989,0.026238915
505.0700073,0.042817753,505.0700073,0.034682181,505.0700073,0.035232667,505.0700073,0.008558786
505.9700012,0.06890849,505.9700012,0.035970252,505.9700012,0.017570833,505.9700012,0.109799154
507.0100098,0.061160479,507.0100098,0.111075036,507.0100098,-0.008736218,507.0100098,0.077372096
508.0499878,0.034707461,508.0499878,0.076574892,508.0499878,0.017333727,508.0499878,0.033935692
508.9500122,0.078256786,508.9500122,0.113089703,508.9500122,0.052125867,508.9500122,0.067230277
510,0.086354293,510,0.069279671,510,0.008619798,510,0.077895775
511.0400085,0.119576365,511.0400085,0.077695385,511.0400085,0.095459595,511.0400085,0.042826921
511.9400024,0.086010404,511.9400024,0.137594163,511.9400024,0.042686518,511.9400024,0.205526963
512.9799805,0.139596567,512.9799805,0.104906112,512.9799805,0.008697013,512.9799805,0.136396572
514.0200195,0.155000046,514.0200195,0.128576577,514.0200195,0.051834513,514.0200195,0.092790201
515.0700073,0.069269463,515.0700073,0.087706216,515.0700073,0.086183861,515.0700073,0.033832647
515.9699707,0.130046904,515.9699707,0.131782413,515.9699707,0.068144843,515.9699707,0.1102461
517.0100098,0.067971729,517.0100098,0.152791143,517.0100098,0.069085822,517.0100098,0.12921454
518.0499878,0.079001427,518.0499878,0.105586395,518.0499878,0.052160759,518.0499878,0.136515275
518.9500122,0.188654974,518.9500122,0.19621484,518.9500122,0.086685911,518.9500122,0.170813158
520,0.051286872,520,0.139753863,520,0.017054224,520,0.127014235
521.039978,0.076489635,521.039978,0.101183854,521.039978,0.164318636,521.039978,0.138655394
521.9400024,0.128248975,521.9400024,0.204418853,521.9400024,0.102545694,521.9400024,0.0840322
522.9799805,0.05162356,522.9799805,0.104579717,522.9799805,0.068638891,522.9799805,0.119056724
524.0200195,0.136269957,524.0200195,0.120494366,524.0200195,0.07730896,524.0200195,0.076809503
525.0700073,0.093413502,525.0700073,0.234733626,525.0700073,0.077386737,525.0700073,0.162107736
525.9699707,0.034125034,525.9699707,0.070604019,525.9699707,0.110616647,525.9699707,0.177726626
527.0100098,0.208710179,527.0100098,0.138276726,527.0100098,0.05955774,527.0100098,0.137106031
528.0499878,0.10370665,528.0499878,0.15753682,528.0499878,0.086391598,528.0499878,0.163613975
528.9500122,0.185789749,528.9500122,0.187817484,528.9500122,0.034114268,528.9500122,0.145398557
530,0.167241737,530,0.161995798,530,0.172540233,530,0.178650424
531.039978,0.129420802,531.039978,0.205671385,531.039978,0.111206159,531.039978,0.192716986
531.9400024,0.21415478,531.9400024,0.214180455,531.9400024,0.145567894,531.9400024,0.204586133
532.9799805,0.182125673,532.9799805,0.179768354,532.9799805,0.181747362,532.9799805,0.187146455
534.0200195,0.163718298,534.0200195,0.136843354,534.0200195,0.157761887,534.0200195,0.168557316
535.0700073,0.147993386,535.0700073,0.128924683,535.0700073,0.18815963,535.0700073,0.171952784
535.9699707,0.279144406,535.9699707,0.182002544,535.9699707,0.195378855,535.9699707,0.160788029
537.0100098,0.171762273,537.0100098,0.223061085,537.0100098,0.104417741,537.0100098,0.239365339
538.0499878,0.197949916,538.0499878,0.278098851,538.0499878,0.156094179,538.0499878,0.19218877
538.9500122,0.189571828,538.9500122,0.260919482,538.9500122,0.105201334,538.9500122,0.187633261
540,0.17037952,540,0.192401871,540,0.093033485,540,0.260119498
541.0200195,0.194430456,541.0200195,0.181936324,541.0200195,0.128720015,541.0200195,0.230828419
542.0499878,0.203024179,542.0499878,0.216128364,542.0499878,0.146000445,542.0499878,0.223089799
542.9400024,0.192332909,542.9400024,0.206513792,542.9400024,0.207607061,542.9400024,0.26761052
543.9699707,0.194416702,543.9699707,0.212642908,543.9699707,0.20806782,543.9699707,0.246474981
545,0.214327365,545,0.233031824,545,0.146481007,545,0.213243261
546.0200195,0.165213093,546.0200195,0.221302971,546.0200195,0.20595479,546.0200195,0.212827534
547.0499878,0.203101277,547.0499878,0.205402076,547.0499878,0.12859641,547.0499878,0.203541622
547.9400024,0.16670762,547.9400024,0.250466377,547.9400024,0.215196297,547.9400024,0.238413528
548.9699707,0.157930762,548.9699707,0.223342747,548.9699707,0.214202479,548.9699707,0.230477691
550,0.1681059,550,0.238822267,550,0.164125592,550,0.29290399
551.039978,0.194962859,551.039978,0.260026157,551.039978,0.164170981,551.039978,0.207372084
551.9400024,0.193701178,551.9400024,0.318058193,551.9400024,0.17926769,551.9400024,0.289152533
552.9799805,0.17115815,552.9799805,0.224437833,552.9799805,0.137830034,552.9799805,0.327123702
